,AC-like,Endothelial,MES-like,Mono,Mural cell,NPC-like,OPC-like,TAM-BDM,TAM-MG
Spotx2267,0,1,0,1,0,0,0,1,0
Spotx2268,0,0,0,1,0,1,0,0,0
Spotx2269,0,1,0,0,0,1,0,0,1
Spotx2270,0,1,0,1,1,1,0,0,0
Spotx2271,1,0,0,1,1,0,0,1,0
Spotx2272,0,0,1,0,0,1,0,1,1
Spotx2273,1,0,1,1,1,0,1,0,1
Spotx2274,1,1,1,1,1,1,1,0,1
Spotx2275,1,1,0,1,1,1,0,1,1
Spotx2276,0,0,1,0,0,0,0,0,1
Spotx2277,0,0,0,1,1,0,1,1,0
Spotx2278,1,0,0,1,1,1,1,1,0
Spotx2279,1,1,0,1,0,1,0,0,0
Spotx2280,1,0,0,0,1,1,0,0,0
Spotx2281,1,1,1,1,1,0,1,1,0
Spotx2282,0,0,0,1,0,1,0,0,1
Spotx2283,0,1,1,1,0,0,0,0,0
Spotx2284,0,1,1,1,0,1,0,1,0
Spotx2285,0,0,1,0,0,1,1,1,1
Spotx2286,0,1,0,0,0,0,1,1,1
Spotx2287,0,1,1,1,0,0,1,1,0
Spotx2288,0,0,1,1,1,1,1,1,1
Spotx2289,0,0,0,0,0,0,1,0,1
Spotx2290,0,0,0,0,0,0,0,0,1
Spotx2291,0,1,1,1,0,0,0,0,0
Spotx2292,1,0,1,0,1,0,0,0,1
Spotx2293,1,0,0,1,1,1,1,1,1
Spotx2294,0,0,0,1,0,1,1,0,1
Spotx2295,1,1,1,0,0,0,0,0,1
Spotx2296,0,0,1,1,1,1,0,1,1
Spotx2297,1,0,0,0,1,0,0,1,0
Spotx2298,0,0,0,0,1,1,0,0,1
Spotx2299,0,1,0,0,1,0,1,0,0
Spotx2300,0,1,1,1,0,0,1,1,0
Spotx2301,0,0,1,1,0,0,0,0,0
Spotx2302,0,1,0,0,0,1,0,0,0
Spotx2303,1,1,1,1,0,1,0,1,1
Spotx2304,0,0,1,1,1,0,1,0,1
Spotx2305,0,1,0,0,0,1,1,1,1
Spotx2306,0,0,0,0,0,0,0,1,0
Spotx2307,1,0,0,0,1,0,0,1,0
Spotx2308,1,0,0,0,0,0,1,0,0
Spotx2309,0,1,0,0,0,0,0,0,0
Spotx2310,1,0,0,0,0,0,1,0,0
Spotx2311,1,1,0,0,1,0,0,0,1
Spotx2312,1,1,1,0,1,1,1,0,0
Spotx2313,1,0,1,1,1,0,1,1,1
Spotx2314,0,0,0,0,0,0,1,0,1
Spotx2315,0,0,0,0,0,1,0,0,0
Spotx2316,1,0,1,0,0,0,1,1,0
Spotx2317,1,1,1,1,1,0,1,1,1
Spotx2318,1,0,1,0,1,1,1,1,1
Spotx2319,0,0,0,1,1,0,0,1,0
Spotx2320,0,0,1,1,0,0,1,0,0
Spotx2321,0,1,0,1,1,0,0,0,0
Spotx2322,1,1,0,1,1,0,0,1,1
Spotx2323,0,0,0,0,1,0,0,0,0
Spotx2324,1,1,0,1,1,0,1,0,1
Spotx2325,1,0,0,1,0,1,0,1,1
Spotx2326,1,0,1,1,0,0,0,0,0
Spotx2327,0,1,0,0,1,0,0,0,0
Spotx2328,1,0,0,1,0,1,1,1,1
Spotx2329,1,0,0,0,0,0,1,0,0
Spotx2330,0,0,0,0,1,0,0,0,1
Spotx2331,1,1,0,0,1,1,0,0,0
Spotx2332,0,1,0,0,1,0,0,0,1
Spotx2333,0,0,0,0,0,0,1,1,0
Spotx2334,1,0,0,0,0,0,0,0,0
Spotx2335,0,1,1,1,1,1,1,1,1
Spotx2336,1,0,0,0,1,1,1,1,0
Spotx2337,1,0,1,0,0,0,0,1,0
Spotx2338,1,0,1,0,1,1,0,0,0
Spotx2339,1,0,0,1,0,1,0,0,0
Spotx2340,1,0,0,0,1,1,1,0,0
Spotx2341,0,0,0,1,1,0,0,0,0
Spotx2342,0,1,1,0,1,0,1,1,0
Spotx2343,0,1,1,1,0,0,0,0,1
Spotx2344,0,1,1,0,0,1,0,1,0
Spotx2345,1,1,1,0,1,0,0,1,0
Spotx2346,0,0,0,0,0,0,1,0,0
Spotx2347,0,0,1,0,0,1,0,1,0
Spotx2348,0,1,1,1,0,0,0,1,1
Spotx2349,0,0,1,0,0,1,0,0,0
Spotx2350,1,1,1,1,1,1,0,1,1
Spotx2351,0,0,1,0,0,0,1,0,0
Spotx2352,1,1,0,1,0,0,1,1,0
Spotx2353,1,0,1,0,0,1,1,0,1
Spotx2354,0,0,0,0,0,1,0,0,0
Spotx2355,1,1,1,1,0,0,0,0,1
Spotx2356,0,1,0,0,0,0,0,0,0
Spotx2357,1,0,0,1,0,0,0,1,0
Spotx2358,1,1,1,0,0,0,0,0,0
Spotx2359,1,0,0,0,1,0,0,0,1
Spotx2360,0,1,0,0,0,0,0,0,0
Spotx2361,0,0,1,0,0,0,1,0,0
Spotx2362,1,0,0,0,0,1,0,0,0
Spotx2363,1,1,0,1,0,0,1,0,0
Spotx2364,0,0,1,0,0,1,0,1,0
Spotx2365,0,1,1,0,1,0,0,0,0
Spotx2366,0,0,1,0,0,0,0,0,0
Spotx2367,1,1,0,0,0,1,1,0,0
Spotx2368,1,0,1,1,0,0,1,0,0
Spotx2369,0,0,0,0,0,1,0,0,0
Spotx2370,0,0,1,0,0,0,1,0,0
Spotx2371,1,1,0,0,0,0,1,1,0
Spotx2372,0,0,0,1,1,1,1,1,1
Spotx2373,0,0,0,1,1,1,0,0,0
Spotx2374,0,0,1,0,0,0,0,0,0
Spotx2375,0,1,0,1,1,0,0,1,0
Spotx2376,1,1,0,1,0,1,0,1,0
Spotx2377,1,1,1,1,1,0,1,1,1
Spotx2378,1,0,1,0,1,1,0,0,0
Spotx2379,1,0,0,0,0,0,0,0,0
Spotx2380,0,1,1,1,0,0,1,1,0
Spotx2381,0,1,1,0,1,1,1,1,1
Spotx2382,1,1,1,0,0,0,1,1,1
Spotx2383,0,1,1,0,1,0,0,1,0
Spotx2384,0,1,1,0,0,0,0,0,0
Spotx2385,0,0,0,1,0,1,0,0,0
Spotx2386,1,1,1,1,0,0,0,1,1
Spotx2387,1,1,0,1,0,1,1,1,1
Spotx2388,1,0,1,0,0,0,1,0,0
Spotx2389,0,0,1,0,0,0,1,0,1
Spotx2390,0,1,1,0,1,0,0,1,0
Spotx2391,0,1,1,0,0,1,0,0,0
Spotx2392,0,0,1,1,1,1,0,1,1
Spotx2393,0,0,0,1,0,0,0,1,0
Spotx2394,0,0,1,0,1,0,0,0,0
Spotx2395,0,0,0,0,0,0,0,1,0
Spotx2396,1,0,1,1,0,1,0,0,0
Spotx2397,0,0,1,0,0,1,0,1,1
Spotx2398,0,1,0,0,0,0,0,0,1
Spotx2399,0,0,0,0,0,1,0,0,0
Spotx2400,1,0,0,1,1,0,1,0,0
Spotx2401,0,0,1,0,1,0,1,0,1
Spotx2402,1,0,0,1,0,1,0,0,1
Spotx2403,1,0,0,0,0,0,0,0,1
Spotx2404,0,0,0,1,1,0,0,1,0
Spotx2405,0,0,0,1,0,0,0,0,1
Spotx2406,0,1,1,0,1,1,0,0,1
Spotx2407,1,0,1,0,0,1,1,0,0
Spotx2408,1,0,0,0,1,0,0,1,0
Spotx2409,1,1,1,1,1,1,0,1,1
Spotx2410,1,1,1,1,1,1,1,0,1
Spotx2411,1,1,0,1,0,0,0,0,0
Spotx2412,0,0,0,0,0,0,0,1,0
Spotx2413,1,0,0,0,1,0,1,0,1
Spotx2414,1,0,1,1,0,1,0,0,0
Spotx2415,0,0,0,0,0,0,0,0,1
Spotx2416,1,0,0,0,1,0,1,0,1
Spotx2417,0,1,0,1,0,1,1,1,0
Spotx2418,0,0,0,1,0,0,0,1,0
Spotx2419,0,0,0,0,0,0,0,0,1
Spotx2420,0,0,1,0,1,0,0,1,1
Spotx2421,0,0,0,1,1,0,0,0,1
Spotx2422,0,1,1,0,0,0,0,0,0
Spotx2423,1,1,1,1,1,1,1,1,0
Spotx2424,1,1,1,1,0,0,1,1,1
Spotx2425,0,1,0,1,1,0,0,1,1
Spotx2426,0,0,0,0,1,1,0,1,0
Spotx2427,0,0,0,1,1,0,0,1,0
Spotx2428,1,0,0,0,1,0,0,1,1
Spotx2429,0,0,0,1,0,0,0,0,0
Spotx2430,1,1,1,0,1,0,1,1,0
Spotx2431,1,1,1,0,1,0,0,0,1
Spotx2432,0,0,0,0,1,1,1,0,0
Spotx2433,0,0,0,0,0,0,0,1,0
Spotx2434,0,1,0,1,1,1,0,0,0
Spotx2435,1,0,1,0,0,1,1,1,1
Spotx2436,0,0,1,0,0,0,0,1,0
Spotx2437,1,1,0,0,0,0,0,1,0
Spotx2438,0,0,0,1,0,0,0,1,0
Spotx2439,1,1,1,1,0,1,1,1,1
Spotx2440,1,0,1,0,1,1,0,1,0
Spotx2441,0,0,1,1,1,1,0,1,1
Spotx2442,0,0,0,0,0,0,0,1,1
Spotx2443,1,1,1,1,1,1,0,1,0
Spotx2444,0,1,0,0,1,1,0,0,0
Spotx2445,1,0,1,1,1,0,0,0,1
Spotx2446,1,0,1,1,1,1,0,0,0
Spotx2447,0,0,0,0,0,0,0,1,1
Spotx2448,1,0,0,0,0,0,1,0,0
Spotx2449,1,0,0,0,0,1,1,1,1
Spotx2450,1,1,0,0,1,1,0,1,1
